Data;dolar australian (lei) CURSZ_AUD;dolar canadian (lei) CURSZ_CAD;franc elveţian (lei) CURSZ_CHF;euro (lei) CURSZ_EUR;leu moldovenesc (lei) CURSZ_MDL;dolar SUA (lei) CURSZ_USD
01.03.2018;2,9514;2,9735;4,0409;4,6581;0,2285;3,8209
28.02.2018;2,9765;2,9873;4,0471;4,6625;0,2268;3,8133
27.02.2018;2,9637;2,9775;4,0317;4,6564;0,226;3,7782
26.02.2018;2,9712;2,9881;4,0426;4,6613;0,2269;3,7733
23.02.2018;2,9567;2,9752;4,0473;4,6552;0,2273;3,7813
22.02.2018;2,9612;2,9864;4,0377;4,6539;0,2269;3,7867
21.02.2018;2,9707;2,9874;4,0372;4,6606;0,2269;3,7828
20.02.2018;2,9802;2,9998;4,0408;4,6623;0,2249;3,778
19.02.2018;2,9743;2,9911;4,0471;4,6609;0,2234;3,753
16.02.2018;2,9702;2,9904;4,0452;4,6595;0,2229;3,7306
15.02.2018;2,9662;2,9908;4,0332;4,6598;0,2252;3,7337
14.02.2018;2,9679;2,9986;4,0395;4,6588;0,2256;3,7711
13.02.2018;2,9682;3,0009;4,0413;4,6572;0,2276;3,7738
12.02.2018;2,971;3,0194;4,0447;4,6534;0,2285;3,7919
09.02.2018;2,9599;3,0136;4,0511;4,6561;0,2291;3,7984
08.02.2018;2,9704;3,0205;4,0203;4,6533;0,2271;3,8025
07.02.2018;2,9639;3,0101;4,011;4,6538;0,2263;3,7705
06.02.2018;2,9459;2,9901;4,0046;4,6423;0,2243;3,7433
05.02.2018;2,9519;2,9947;3,9975;4,6347;0,2226;3,717
02.02.2018;2,9766;3,0293;4,0065;4,6526;0,2242;3,7266
01.02.2018;2,9957;3,0409;4,0156;4,6551;0,2237;3,7443
31.01.2018;3,0316;3,0491;4,0166;4,6582;0,2241;3,7442
30.01.2018;3,0287;3,0365;4,0104;4,6474;0,2238;3,7416
29.01.2018;3,0356;3,0358;4,0046;4,654;0,2232;3,7472
26.01.2018;3,0296;3,0421;4,0093;4,6658;0,2239;3,7436
25.01.2018;3,0366;3,0531;3,9914;4,6665;0,2248;3,7595
23.01.2018;3,0369;3,0559;3,9611;4,6679;0,2261;3,8116
22.01.2018;3,0502;3,0525;3,9621;4,6656;0,2254;3,8059
19.01.2018;3,0446;3,0592;3,9727;4,6614;0,225;3,7984
18.01.2018;3,0394;3,0605;3,9608;4,6514;0,225;3,8054
17.01.2018;3,0379;3,0601;3,9531;4,6573;0,2245;3,8067
16.01.2018;3,0333;3,0695;3,9533;4,6599;0,2233;3,8182
15.01.2018;2,9976;3,0335;3,9178;4,6256;0,2239;3,7686
12.01.2018;3,0135;3,056;3,9408;4,6377;0,2278;3,8247
11.01.2018;3,0565;3,0929;3,9655;4,6374;0,2263;3,8821
10.01.2018;3,0422;3,1128;3,9618;4,6434;0,2279;3,87
09.01.2018;3,0525;3,1385;3,9718;4,6571;0,2264;3,9039
08.01.2018;3,0266;3,1118;3,9504;4,6348;0,2249;3,8598
05.01.2018;3,0193;3,0773;3,9394;4,6365;0,225;3,8484
04.01.2018;3,0164;3,07;3,9389;4,6304;0,2257;3,8425
03.01.2018;3,0245;3,0842;3,9623;4,6412;0,2251;3,8603
